device_age_days,utility_sms_count,battery_deaths_weekly,saved_contacts_ratio,financial_apps_count,average_monthly_balance,lifetime_emi_bounces,loan_default_status
79,15,1,0.0898,1,3654.03,2,1
374,19,4,0.2259,3,7152.75,0,0
320,28,3,0.1325,5,17629.55,0,0
278,0,0,0.1232,0,4658.05,0,1
549,26,1,0.2051,1,1791.33,0,1
459,17,1,0.1483,5,4787.86,0,0
82,28,1,0.3856,2,2452.85,0,0
321,21,0,0.2421,3,4465.95,2,0
104,21,1,0.2354,1,8154.06,0,0
214,25,1,0.7376,2,8145.43,0,0
97,30,2,0.3004,3,23954.95,3,1
100,29,5,0.4365,3,3160.97,1,1
407,0,0,0.3067,2,7898.27,0,1
379,0,0,0.2736,1,41788.53,1,0
304,0,2,0.3298,4,11951.44,2,0
199,31,2,0.1183,3,25142.1,1,0
90,30,0,0.1893,2,7566.16,1,0
215,29,0,0.4476,2,21245.64,0,0
380,31,0,0.6326,4,6493.12,0,0
374,14,1,0.0495,2,1491.82,2,0
759,0,1,0.257,1,17575.99,0,0
688,0,1,0.1879,4,12601.81,0,0
313,20,1,0.0599,2,8487.49,2,1
213,23,2,0.1746,3,2598.25,1,1
160,24,1,0.0302,5,52366.06,0,0
76,0,2,0.4798,4,21013.26,2,0
115,30,1,0.1289,5,3783.45,1,1
380,29,1,0.1219,3,44617.99,0,0
481,33,2,0.2557,2,41832.65,1,0
249,0,1,0.129,3,6353.2,1,0
1303,25,2,0.2039,1,2899.33,2,0
116,25,0,0.2384,6,14261.25,0,0
69,28,2,0.0735,1,6408.29,0,1
1288,26,3,0.3321,3,204939.14,0,0
85,28,1,0.1446,1,2348.58,0,0
246,16,0,0.3348,1,52978.3,1,0
172,28,0,0.1831,2,4969.4,3,1
401,19,0,0.0708,3,6119.85,2,0
232,0,1,0.0454,2,2950.9,1,1
482,0,0,0.2702,5,9342.29,0,0
557,28,2,0.5415,5,2841.31,1,0
76,0,1,0.1296,6,6133.3,0,0
156,0,2,0.0927,3,1780.7,1,0
511,35,0,0.3909,2,737.2,2,1
634,29,1,0.5079,7,6161.33,0,0
351,0,0,0.302,5,38682.18,0,0
422,30,0,0.1039,4,10863.23,1,0
792,24,4,0.0956,1,6562.25,0,0
234,31,0,0.5656,2,185254.27,0,1
348,27,1,0.5493,4,496.1,3,1
689,27,4,0.3769,4,11276.46,0,0
718,0,1,0.0226,1,2797.13,1,1
287,19,0,0.4361,3,8462.6,1,0
160,0,1,0.3871,2,3130.71,0,1
284,14,0,0.1076,2,3579.85,0,0
306,0,1,0.2239,5,11130.14,0,0
155,0,2,0.3549,2,6415.59,0,0
176,0,1,0.3467,4,3338.84,0,0
718,19,1,0.2756,2,1598.46,2,0
436,0,2,0.4159,2,20027.41,0,0
247,0,1,0.035,6,6023.0,0,0
123,0,3,0.6268,1,1825.55,1,0
178,18,1,0.3033,3,1041.94,0,0
63,31,2,0.1616,1,11126.3,1,0
357,36,0,0.3192,1,5501.94,1,0
169,29,1,0.4788,1,9790.98,0,0
378,22,1,0.2309,2,167701.12,2,0
508,28,1,0.3005,0,21079.18,0,0
382,0,2,0.0976,3,7665.63,1,0
224,18,2,0.4713,4,1064.78,1,1
148,20,1,0.426,6,56413.23,0,0
107,0,1,0.5155,3,8769.94,0,0
672,25,0,0.4708,3,150955.48,1,0
370,0,2,0.2116,6,3025.72,1,0
234,22,0,0.5243,1,1708.03,0,0
462,23,2,0.3698,2,45010.29,0,0
601,27,1,0.6328,5,10840.06,0,0
172,16,2,0.2948,2,35883.68,2,0
362,21,1,0.2221,7,1856.49,2,0
368,28,0,0.5045,3,1828.57,0,0
770,0,3,0.4283,3,2354.49,2,0
231,21,1,0.0677,2,288.22,1,0
144,20,2,0.3808,5,4326.0,0,1
392,21,3,0.2407,3,855.83,0,0
489,23,0,0.3712,0,8868.34,0,1
341,0,1,0.4019,4,7216.84,2,0
804,0,0,0.1081,3,2765.06,0,0
231,0,0,0.5696,2,14945.33,0,0
347,0,0,0.305,3,9804.86,0,0
82,24,3,0.3022,1,39926.62,2,0
137,30,0,0.1344,6,74353.94,0,0
173,27,2,0.2543,2,9502.11,0,0
262,30,2,0.5412,3,13612.72,0,1
95,21,2,0.2679,5,16325.43,1,0
458,21,1,0.6307,3,81812.05,0,0
161,27,0,0.2429,4,1493.7,1,0
1155,19,2,0.0885,3,4093.29,0,0
166,15,0,0.343,3,1547.53,3,1
321,21,0,0.3045,2,3807.57,2,1
292,32,0,0.1075,1,5092.41,0,0
127,0,1,0.0592,5,2828.7,0,0
263,25,2,0.0901,3,13369.77,0,0
260,14,1,0.2811,4,14810.18,0,1
557,17,0,0.2388,3,8028.22,0,1
402,40,0,0.3049,3,11936.49,0,0
453,30,1,0.1005,4,68139.53,0,0
549,22,0,0.3478,3,12475.21,0,0
458,20,2,0.0564,2,1636.64,1,0
360,30,0,0.1752,0,3126.33,2,0
172,24,2,0.3312,3,2853.89,0,0
344,0,1,0.4079,8,44288.74,0,0
146,24,2,0.064,2,4423.76,4,1
278,22,0,0.2415,3,2354.3,1,0
251,0,3,0.1679,3,2055.13,0,0
264,24,3,0.1501,5,4064.06,0,0
96,0,0,0.1322,2,3872.22,1,0
10,0,1,0.3457,5,3239.06,1,1
217,25,0,0.2272,7,23142.47,0,0
638,0,0,0.2716,2,5701.16,1,0
318,41,5,0.3327,3,7352.62,0,0
607,25,3,0.395,3,19869.01,1,1
147,27,2,0.2301,1,21745.44,0,0
208,0,1,0.295,4,3888.89,0,0
1200,33,0,0.332,2,34423.62,3,0
154,0,0,0.3303,2,7876.47,1,0
447,23,1,0.356,2,3989.72,1,0
446,18,1,0.2231,1,24184.94,5,0
413,35,0,0.2703,3,12973.71,0,0
451,28,1,0.0188,3,11527.38,0,0
153,33,0,0.1324,4,5246.07,0,0
225,0,0,0.1209,1,8087.81,1,0
15,25,1,0.3411,3,3371.52,0,1
787,21,1,0.2941,2,6281.92,1,0
449,27,0,0.497,4,4891.07,0,0
174,0,0,0.3281,4,10857.36,0,0
148,0,0,0.2978,2,51306.67,0,0
645,32,2,0.246,7,6558.87,0,1
163,0,1,0.2294,2,20788.72,0,1
173,25,4,0.1273,3,9507.75,2,0
122,29,1,0.0791,3,32110.57,1,0
509,30,1,0.2659,3,62547.96,3,0
601,26,0,0.4929,1,4383.16,0,0
252,0,2,0.3649,2,1044.06,0,0
603,23,0,0.3345,5,1816.2,0,1
388,25,1,0.572,1,26430.5,1,0
115,0,0,0.2941,5,11875.56,2,0
749,29,1,0.2068,3,2507.46,0,0
121,31,0,0.4272,1,55435.06,0,0
267,0,1,0.1948,1,5531.18,1,1
253,24,0,0.1246,2,5267.58,0,0
219,0,2,0.2468,4,5702.77,1,0
43,40,3,0.1409,3,36993.67,3,0
1043,33,1,0.3924,3,3234.11,1,0
50,27,1,0.0719,1,37682.57,1,1
780,28,0,0.385,2,15925.54,1,0
144,0,1,0.3947,2,41719.27,1,0
187,23,1,0.3334,4,20308.65,0,0
730,0,2,0.4529,2,12360.41,0,0
418,26,3,0.3374,3,18687.02,0,0
85,0,0,0.0984,0,9066.85,1,0
83,0,1,0.4971,3,3476.85,1,0
376,0,1,0.2233,3,17925.07,3,0
119,0,2,0.5233,3,7434.16,1,0
432,0,2,0.3144,3,36888.27,2,0
464,0,0,0.5829,2,35353.16,2,0
157,22,1,0.3286,4,16327.25,1,0
196,22,1,0.215,3,26636.34,1,0
385,0,0,0.1164,5,14643.85,1,0
151,19,1,0.0943,1,14804.23,0,0
318,20,0,0.5516,2,3791.06,1,0
1247,22,0,0.3619,6,10985.92,0,0
398,22,0,0.2056,2,13826.41,1,0
222,24,2,0.1667,4,12601.01,1,0
1112,24,0,0.6247,1,11242.99,0,0
534,0,0,0.3484,2,10438.57,3,0
122,30,1,0.418,2,98484.72,2,1
143,25,0,0.0959,4,9537.22,1,0
57,25,1,0.1154,3,19774.18,0,0
380,25,2,0.0532,2,8418.64,0,0
34,26,0,0.46,3,12208.66,1,0
1111,27,1,0.4744,3,2946.57,0,0
244,0,2,0.3599,2,4092.43,1,1
557,0,2,0.1937,3,4597.73,0,0
227,19,1,0.455,1,1545.89,1,1
375,0,1,0.1275,4,9603.96,0,0
270,35,2,0.2005,1,2840.7,1,1
312,0,3,0.4296,4,2282.66,0,0
677,30,2,0.4419,2,110107.81,1,0
903,28,3,0.1889,0,33280.16,1,1
857,23,0,0.0889,3,98456.34,0,0
1825,25,3,0.3147,2,7784.23,2,0
166,18,1,0.2648,3,5918.21,1,0
402,19,1,0.2013,3,13767.94,1,0
169,26,0,0.1049,4,13604.04,1,0
659,23,0,0.2087,2,5743.28,1,1
127,0,0,0.2232,0,3488.89,1,0
685,25,1,0.2756,2,17771.08,0,1
350,26,1,0.5171,3,1302.49,0,0
282,34,1,0.3342,0,17527.93,1,0
307,33,2,0.0468,2,6083.74,1,0
107,27,1,0.3707,0,22170.71,0,1
116,21,3,0.299,8,31591.09,0,0
354,35,0,0.069,3,17335.49,2,0
352,32,0,0.2756,2,2145.01,1,1
176,21,0,0.1278,1,1432.86,0,0
241,0,0,0.328,6,1304.35,0,0
426,25,0,0.3961,3,4736.66,0,0
151,0,1,0.1115,2,1452.85,1,1
50,0,2,0.5266,3,7947.98,2,0
805,0,2,0.2533,5,2858.64,1,0
373,25,2,0.2352,3,4198.08,2,1
204,0,3,0.1012,4,8212.88,3,0
169,0,2,0.165,1,13231.86,1,0
149,0,1,0.1696,1,3161.12,0,0
657,25,0,0.0058,1,4925.9,1,0
90,25,2,0.3615,2,12551.54,2,1
401,29,4,0.0742,3,7069.61,1,1
401,23,1,0.1329,4,6823.98,0,0
515,0,1,0.4836,5,18568.59,0,0
220,25,2,0.4147,1,2786.91,0,0
760,0,2,0.0271,3,22104.12,2,0
526,28,1,0.3986,1,126604.74,1,0
214,22,0,0.0967,4,11440.14,1,0
162,39,1,0.3538,2,4766.81,2,1
270,0,1,0.1458,3,1435.44,0,0
208,0,1,0.1727,2,4487.93,0,1
140,22,1,0.1894,0,12577.08,0,1
317,29,6,0.2593,1,7067.93,2,0
243,29,3,0.1807,2,7615.17,1,0
883,22,0,0.3672,2,7119.66,1,0
208,25,2,0.2262,1,4474.7,0,0
161,0,1,0.4695,5,7574.08,2,0
302,31,3,0.4213,5,3074.28,2,1
364,0,4,0.039,2,9125.27,0,1
385,24,0,0.4218,1,9776.98,1,0
382,27,0,0.0183,5,43373.27,0,0
310,31,0,0.3263,1,3223.13,1,0
293,27,0,0.5538,2,19547.08,0,0
466,0,0,0.9068,4,22393.3,1,0
129,28,0,0.2015,4,6001.25,0,0
162,16,1,0.1813,3,3639.67,1,1
69,24,1,0.5331,1,40284.48,2,0
131,27,0,0.0543,1,1701.37,1,0
614,25,3,0.273,0,3054.8,0,0
452,0,2,0.4128,2,2238.3,0,0
961,30,0,0.3952,0,3602.2,0,0
813,27,3,0.3729,0,6107.17,0,0
455,0,3,0.3038,1,48050.73,1,1
336,22,0,0.2978,1,4888.34,0,0
306,19,1,0.2756,2,101122.1,0,0
31,0,0,0.3402,2,23871.79,0,1
281,0,2,0.36,2,4426.12,1,0
187,27,1,0.1515,5,4486.53,0,1
136,22,0,0.1117,1,10252.73,1,1
404,0,0,0.3992,1,8880.23,1,0
255,0,1,0.2902,3,2003.73,0,0
321,0,1,0.3647,2,3372.85,0,0
119,0,2,0.3112,1,1265.93,0,0
541,18,1,0.2449,1,66853.78,0,1
207,0,3,0.1617,3,9582.71,0,0
389,0,1,0.1651,5,5574.78,0,0
222,0,0,0.5695,1,3628.57,0,1
24,32,0,0.4036,3,4149.61,0,1
416,29,2,0.5691,2,1394.88,0,1
269,30,2,0.1544,1,9854.29,0,1
64,24,0,0.1686,4,20567.54,1,0
105,25,1,0.2325,2,53149.87,1,1
552,23,0,0.182,2,20984.04,1,0
67,26,0,0.2535,1,19891.79,3,0
203,29,1,0.5591,4,32837.82,1,0
1016,0,4,0.2036,2,6721.09,0,0
424,19,1,0.2314,5,1620.59,1,0
501,22,2,0.3655,2,20610.47,1,0
238,29,3,0.344,0,3438.69,0,0
58,0,2,0.5914,3,7273.7,0,0
344,19,1,0.3816,0,2407.34,3,1
113,33,1,0.1721,5,32346.49,0,0
102,0,0,0.2407,2,22472.63,0,0
315,0,1,0.1685,2,1505.99,0,0
120,0,1,0.2921,5,9153.99,1,0
288,18,2,0.2768,1,28254.44,0,0
167,26,0,0.152,3,6960.09,1,0
281,21,1,0.1916,3,7959.4,2,1
192,30,1,0.0982,1,25849.95,0,0
287,34,5,0.279,1,5897.85,1,1
769,18,0,0.5317,2,7310.73,2,0
509,0,1,0.2438,6,20803.21,1,0
263,0,2,0.437,2,2420.3,0,0
688,26,0,0.4882,4,3568.34,3,1
393,0,1,0.2439,3,1040.1,0,0
656,0,2,0.2816,1,90168.77,1,0
76,27,0,0.2525,1,9331.64,0,0
121,28,1,0.0864,7,28574.22,0,0
341,0,2,0.1794,2,1936.3,1,0
258,22,2,0.3425,6,35847.92,1,0
287,30,1,0.152,4,5691.43,3,0
440,27,0,0.302,8,42286.83,1,0
343,25,2,0.2785,5,6363.47,0,0
543,0,2,0.3359,1,2206.58,2,0
533,0,4,0.4192,1,29852.24,2,0
127,0,1,0.2478,8,8703.72,3,0
26,18,1,0.3383,2,1984.12,2,1
119,21,1,0.1202,1,1125.56,2,1
112,20,1,0.1048,4,13334.8,0,0
304,21,1,0.2017,3,7838.41,1,0
301,23,0,0.344,0,10374.73,0,1
246,0,0,0.292,2,10727.72,1,0
404,0,0,0.1842,2,6828.96,1,1
1317,22,2,0.3725,3,12783.23,0,0
241,22,1,0.308,2,19247.47,0,0
352,22,1,0.4023,3,6779.52,1,0
287,0,3,0.1177,2,15109.56,0,0
178,21,1,0.1132,5,16107.43,3,0
443,0,2,0.1149,2,29251.32,0,0
232,27,3,0.1117,5,556.15,1,0
147,0,1,0.206,4,4837.98,0,0
157,25,2,0.0978,0,15696.63,3,1
556,0,1,0.4447,3,100187.38,1,0
435,0,2,0.2167,3,33438.85,0,0
195,28,0,0.5229,6,34303.32,1,1
399,28,1,0.1576,5,196579.84,0,0
290,30,2,0.5784,2,7315.69,1,1
356,23,4,0.3993,6,97290.69,3,1
174,12,0,0.0969,4,18394.02,2,1
116,0,2,0.3801,2,2499.77,0,0
231,23,1,0.5648,4,1041.0,0,0
135,33,0,0.7255,3,6173.94,0,0
126,26,2,0.105,2,17918.7,0,0
80,18,1,0.0964,0,5893.87,2,0
26,36,0,0.3052,4,9332.41,0,0
198,0,1,0.3699,4,80855.28,1,0
629,21,1,0.4194,1,8559.94,1,0
525,26,2,0.058,3,85587.74,0,1
847,29,1,0.092,3,20505.44,2,0
121,15,2,0.1174,1,29109.53,0,1
463,0,1,0.0478,4,6184.89,2,0
262,0,2,0.0521,1,7418.64,0,1
157,32,2,0.1831,1,8271.15,0,0
581,22,0,0.2882,3,7293.85,2,0
264,18,2,0.1754,2,17693.24,0,0
50,27,2,0.1708,3,38137.4,0,0
522,24,1,0.0531,0,155617.51,1,0
380,24,0,0.4792,4,3502.59,1,1
317,30,1,0.4973,3,8089.28,1,0
100,0,0,0.1252,4,26735.05,2,0
346,25,2,0.4491,2,8723.64,1,0
770,27,1,0.5672,0,1711.52,1,0
372,0,2,0.406,3,21032.48,2,0
69,0,3,0.2426,5,3090.93,2,0
393,32,2,0.6948,4,10254.06,0,0
375,30,3,0.3845,1,63879.92,0,0
490,27,1,0.4805,6,18897.67,2,0
367,29,2,0.2623,5,17266.77,0,0
126,0,0,0.3662,5,48606.25,2,0
304,21,1,0.2386,3,6980.72,1,0
234,35,1,0.2027,1,12219.03,1,0
332,29,2,0.0249,2,6543.95,1,0
595,22,2,0.1376,4,20804.43,0,0
166,31,1,0.1139,2,1639.52,2,0
933,22,1,0.1534,4,2793.42,0,0
391,28,2,0.395,2,8430.47,0,0
524,0,1,0.4106,3,16713.38,0,0
475,26,1,0.15,8,79581.03,1,0
380,30,0,0.496,4,2773.1,0,0
432,29,1,0.4924,3,7501.14,2,0
2,17,1,0.1474,5,11008.52,1,1
475,0,0,0.3957,3,2038.84,3,0
135,24,0,0.3796,3,3298.9,0,0
276,0,1,0.1657,5,939.62,0,0
378,0,1,0.3345,4,15752.71,1,0
614,29,0,0.4641,3,3084.59,2,0
135,26,3,0.2062,2,35343.35,0,1
202,20,1,0.4639,1,13392.38,0,0
225,21,2,0.5209,3,6432.63,1,1
335,0,2,0.616,6,3293.26,1,0
236,23,1,0.2086,1,12846.51,1,0
433,21,3,0.0732,1,5970.39,0,0
52,24,1,0.128,1,15478.75,0,1
260,26,1,0.4867,8,32394.83,1,0
821,28,0,0.2911,3,3258.32,0,0
236,19,0,0.5303,3,4817.13,1,0
392,27,1,0.4648,3,37617.13,0,0
550,30,2,0.6573,7,42989.05,1,0
383,19,0,0.3003,1,2544.88,0,0
988,18,3,0.5461,4,2960.61,1,0
310,25,3,0.1155,2,2923.12,1,1
449,28,0,0.1059,4,10779.26,1,0
346,32,2,0.4224,4,1526.0,0,0
713,23,0,0.5215,4,8436.03,1,0
210,24,2,0.5484,3,7722.48,0,0
1041,29,2,0.2477,4,3877.29,2,0
170,0,0,0.4679,1,9026.84,1,0
874,0,0,0.2229,1,9009.16,0,0
122,24,4,0.3505,1,5278.74,1,0
459,19,1,0.2954,2,60921.31,1,1
290,24,1,0.1439,2,4968.78,1,1
542,22,0,0.2075,3,8522.81,1,0
399,26,1,0.1258,5,3933.75,1,0
522,27,0,0.1259,1,25953.56,2,0
118,0,1,0.0822,0,2077.97,1,1
63,0,1,0.3746,1,9684.4,1,0
101,29,2,0.5377,1,2728.72,1,0
98,0,0,0.5062,4,1034.97,0,0
116,25,1,0.1094,3,3629.49,1,0
180,25,0,0.4023,1,3781.81,0,0
178,24,0,0.4267,6,15442.1,1,0
295,0,2,0.3306,2,2936.29,0,0
144,25,0,0.3676,3,671.96,2,0
155,34,1,0.2907,2,745.62,0,1
248,24,1,0.2405,3,9849.93,0,0
594,17,3,0.3036,3,14206.12,0,0
207,23,4,0.1231,3,10003.51,0,1
280,21,2,0.1211,4,4864.26,0,0
316,19,4,0.4782,5,11845.4,0,0
129,21,0,0.2512,3,882.43,1,0
224,0,0,0.4423,3,723.37,1,0
165,0,1,0.161,2,1409.11,2,1
556,24,2,0.5527,4,6526.83,2,0
525,25,3,0.5192,5,20697.83,3,0
151,31,1,0.366,1,2420.68,2,0
276,32,3,0.2364,1,2771.98,0,1
449,34,2,0.5597,4,17286.32,0,0
368,0,4,0.4395,2,4907.85,2,0
397,30,1,0.0876,4,10067.97,0,0
130,0,2,0.2271,2,9122.97,1,0
853,22,1,0.1921,5,1816.3,1,0
177,31,2,0.2019,1,69749.0,0,0
173,28,0,0.2261,4,2805.98,0,0
89,24,2,0.2031,2,79048.38,1,1
256,24,0,0.2537,3,15610.06,0,0
637,30,1,0.1216,1,11239.74,0,0
365,0,0,0.2728,2,1355.24,2,1
272,25,3,0.19,1,12216.41,2,1
499,28,1,0.5316,0,7355.44,2,0
627,0,2,0.3706,2,6168.97,1,0
524,29,0,0.3357,5,1697.96,1,1
45,0,0,0.5525,1,23178.96,1,0
502,22,0,0.2198,2,24473.43,0,0
409,0,0,0.4048,2,1039.32,2,1
148,21,2,0.1437,0,3944.39,2,0
410,0,2,0.0557,0,5743.26,2,1
638,20,2,0.1472,3,12180.16,1,0
183,0,0,0.368,2,9622.73,0,0
550,25,3,0.1412,5,7436.15,0,0
371,0,1,0.1321,2,14515.82,0,1
7,39,0,0.5315,3,76136.28,1,1
288,26,1,0.0866,3,5685.94,0,0
361,0,1,0.2207,3,27967.07,1,0
231,25,2,0.3795,3,66430.24,5,1
381,30,1,0.2283,6,50673.31,2,0
265,25,0,0.251,0,17852.39,1,0
1180,23,2,0.3695,2,17769.17,0,0
218,0,0,0.0905,4,13577.67,0,0
152,22,1,0.11,1,61674.5,0,0
531,0,3,0.1135,4,5092.99,0,0
241,20,2,0.3622,3,5170.23,0,1
276,24,1,0.1799,4,3674.54,2,1
258,22,2,0.2383,3,151378.43,2,1
511,0,3,0.4794,4,51088.78,0,0
116,31,2,0.5337,1,3928.25,0,0
549,0,0,0.2419,3,1909.23,0,0
433,30,2,0.2708,0,6386.02,0,0
935,18,1,0.2583,3,8821.95,1,0
340,0,1,0.3221,3,11002.31,0,0
124,0,0,0.2136,4,1278.57,0,0
343,26,1,0.4066,4,3336.7,0,0
375,0,1,0.1086,1,34835.48,0,0
676,15,1,0.0875,1,16891.99,0,0
123,28,1,0.1435,5,3503.83,1,1
69,21,1,0.1699,5,25870.16,0,0
348,0,0,0.3289,3,26187.15,3,0
962,0,1,0.4142,3,116830.07,1,0
479,0,2,0.3422,3,6252.58,1,0
498,22,1,0.1345,7,3609.67,1,0
87,28,1,0.4259,2,6777.4,2,0
307,0,2,0.2725,2,24622.62,1,0
685,0,1,0.5528,5,1799.82,1,0
378,24,1,0.1809,2,8142.94,0,1
64,20,0,0.1487,0,8489.52,0,0
302,30,0,0.3746,3,39910.71,1,0
455,30,6,0.0797,4,4252.08,0,0
278,0,0,0.3058,2,6793.78,0,0
138,32,1,0.2294,1,15172.25,0,0
542,25,2,0.3165,1,3873.67,0,0
211,22,1,0.2278,3,3115.31,2,0
405,26,4,0.1621,4,76654.95,1,1
296,25,2,0.1875,0,15819.5,0,1
204,34,0,0.3658,2,34844.28,2,0
1033,20,1,0.1511,2,19371.74,0,0
186,26,1,0.4764,4,7039.85,0,0
315,27,0,0.3754,0,3918.13,2,0
295,28,1,0.1813,3,4115.38,0,0
342,16,0,0.1498,4,3355.74,1,0
983,30,0,0.1972,2,3374.85,1,0
456,0,1,0.0936,1,3177.64,1,1
203,0,1,0.2171,0,20674.23,2,1
787,22,0,0.5221,4,2558.95,0,0
512,0,3,0.5411,2,43112.07,0,0
206,20,0,0.0265,3,20024.66,3,0
708,0,1,0.0494,1,18167.88,1,0
86,33,1,0.3425,1,10782.89,0,0
111,27,1,0.4288,6,13358.97,2,0
59,0,1,0.2135,3,4877.98,1,0
33,0,0,0.2652,2,2945.64,0,1
674,28,1,0.0748,2,4751.56,0,0
345,19,2,0.5547,1,1679.03,0,0
65,29,1,0.3678,0,14043.7,0,0
290,0,1,0.7026,5,2444.56,3,0
562,0,2,0.3494,2,17715.48,1,0
159,0,1,0.1511,2,18325.29,1,0
231,0,1,0.1761,1,11067.06,0,0
1066,26,2,0.1043,3,4412.56,0,0
248,0,2,0.4999,2,2936.63,0,0
72,0,1,0.2407,2,3391.52,0,1
193,25,0,0.1292,3,2673.04,2,0
60,26,0,0.3444,3,7990.79,2,1
482,30,2,0.1574,1,7102.53,1,1
139,26,1,0.2903,3,79829.79,0,0
135,29,0,0.2261,5,75321.84,1,0
1130,0,1,0.1235,0,50636.17,2,0
100,0,0,0.1047,2,6379.47,0,1
82,31,0,0.1033,3,1483.68,0,0
117,21,1,0.0898,5,10110.42,1,0
574,31,1,0.1191,1,6021.78,1,0
438,19,1,0.5768,0,8484.68,0,0
190,24,0,0.3957,4,13605.6,1,0
176,27,1,0.305,5,18850.0,2,0
414,29,2,0.4551,2,959.39,2,0
355,31,0,0.1416,2,38352.89,1,0
261,0,1,0.1609,0,25570.35,0,1
449,0,2,0.1159,6,4071.16,4,0
109,17,0,0.5084,3,23564.34,0,0
141,25,0,0.2523,8,5990.5,2,1
466,0,0,0.3788,4,8449.82,0,0
377,30,0,0.1335,4,6791.14,0,0
306,34,0,0.1589,7,3399.29,1,0
1103,20,1,0.2867,5,1796.82,1,1
521,17,0,0.4932,0,215400.75,1,0
195,21,0,0.1783,1,17225.93,1,0
153,0,1,0.6295,3,9568.47,0,0
390,17,0,0.3495,6,71331.56,0,0
672,0,1,0.2359,10,1077.3,0,0
50,21,0,0.2548,5,6037.57,0,0
370,27,0,0.1298,5,3867.21,0,0
228,0,3,0.2577,5,4483.65,0,0
345,0,1,0.1306,1,8408.57,1,0
76,26,1,0.5197,9,4790.92,1,0
672,33,1,0.0598,1,956.92,0,0
799,21,0,0.5442,4,2397.0,2,0
488,22,0,0.4945,5,2685.03,1,1
909,25,1,0.2238,2,4754.07,0,1
218,24,2,0.4279,0,2580.36,0,0
363,30,2,0.1258,1,6546.16,1,0
493,0,2,0.086,1,6793.33,0,0
394,0,3,0.4146,9,610.66,0,0
242,25,1,0.1814,2,2236.0,2,1
264,21,2,0.0869,1,10506.0,1,0
750,0,3,0.3325,3,7092.27,0,0
294,29,0,0.5764,4,983.09,0,0
646,0,2,0.2789,2,21289.36,0,0
282,27,0,0.171,3,16788.59,2,0
643,0,1,0.2648,4,132675.94,0,0
318,22,2,0.2599,3,67244.91,1,0
464,0,2,0.133,3,2911.4,0,0
170,23,1,0.0681,5,6953.3,2,0
363,0,3,0.3282,2,8417.1,1,0
172,16,2,0.0141,1,37435.39,0,0
214,26,0,0.233,5,5750.22,0,0
229,0,0,0.4198,4,40737.71,0,0
260,18,3,0.2367,1,11389.56,1,1
593,27,1,0.2935,5,3108.55,0,0
207,18,2,0.3695,5,1968.71,3,1
335,27,0,0.0657,7,27475.5,0,0
645,30,0,0.478,1,25879.71,2,0
457,22,1,0.1889,3,30109.79,2,1
52,27,0,0.2529,3,365.9,0,0
74,28,3,0.3423,1,6931.5,0,0
400,0,0,0.3925,3,36465.52,1,0
199,23,0,0.5139,2,1455.87,0,1
63,0,2,0.164,5,16029.24,0,0
187,22,3,0.1279,5,4169.99,2,1
411,0,1,0.2673,4,2618.82,0,0
227,0,0,0.5768,3,3386.55,2,0
311,24,2,0.3296,0,53959.74,0,0
243,23,2,0.0601,4,23734.62,1,0
165,0,2,0.049,0,7038.59,1,0
357,23,1,0.538,4,113655.0,0,0
56,25,1,0.3876,1,943.93,3,1
147,23,0,0.4981,2,3760.06,1,1
520,24,1,0.4623,4,55265.4,0,0
77,0,1,0.2565,5,6530.66,2,0
299,0,2,0.1765,4,6318.13,1,0
212,23,1,0.2066,2,7007.04,1,0
196,0,3,0.4553,6,4678.65,0,0
555,34,2,0.1122,3,24690.16,0,0
632,25,1,0.3876,5,3008.32,1,0
116,20,3,0.5095,4,204150.88,1,0
262,0,1,0.273,3,1484.17,0,0
40,22,1,0.2052,2,61718.43,1,0
533,25,1,0.1626,2,21816.67,1,0
287,0,0,0.4384,5,3573.06,1,0
71,0,4,0.3074,5,11031.63,1,0
154,0,2,0.0782,1,22327.67,0,0
107,31,0,0.2425,3,17176.36,1,0
146,18,5,0.289,0,827.39,0,1
45,26,0,0.1109,5,12882.22,0,0
745,0,2,0.1608,3,1531.49,2,0
121,25,1,0.1055,3,28503.58,1,1
299,0,1,0.1019,2,29257.96,0,0
408,0,0,0.2762,1,1566.9,0,0
633,0,1,0.242,5,756.32,1,0
307,14,5,0.0213,4,5619.94,2,0
240,25,0,0.3202,2,6065.81,1,0
317,31,0,0.3273,4,8179.41,2,0
116,21,1,0.0653,5,13432.91,2,0
125,0,0,0.2912,3,6728.73,1,0
236,30,1,0.7926,4,9177.79,1,0
27,0,2,0.4703,4,2980.46,1,0
168,20,0,0.2451,6,2361.49,2,0
202,28,1,0.1166,1,16718.62,0,0
1000,0,2,0.2337,3,15119.53,1,0
689,0,2,0.1041,1,5274.8,0,0
407,0,0,0.5437,4,2290.8,0,0
543,0,1,0.1456,2,52197.53,1,0
124,25,1,0.3361,1,63118.09,0,1
323,0,0,0.199,4,31798.12,1,0
497,31,2,0.2826,4,17319.36,1,0
125,24,3,0.4272,3,2191.67,0,0
74,25,1,0.2919,6,37698.24,0,1
376,31,1,0.3916,6,16226.36,1,0
83,29,0,0.2626,4,2370.29,0,0
434,0,2,0.5047,3,18894.46,2,0
625,0,0,0.2589,1,4391.39,2,0
129,29,0,0.1973,0,21911.89,1,1
138,25,1,0.2327,3,31993.24,1,1
613,21,1,0.5346,3,15120.7,2,1
